Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
South America,Chile,Household,Online,C,2023-01-13,413674,2023-01-26,226,98.91,75.72,22353.66,17112.72,5240.94
North America,United States,Household,Online,M,2023-04-08,496793,2023-04-19,127,98.95,61.37,12566.65,7793.99,4772.66
South America,Colombia,Household,Online,M,2023-03-31,648320,2023-04-15,439,85.19,54.94,37398.41,24118.66,13279.75
Sub-Saharan Africa,Ghana,Household,Offline,C,2023-04-16,403645,2023-05-01,494,165.02,86.27,81519.88,42617.38,38902.5
Europe,Germany,Household,Offline,H,2023-03-09,839694,2023-03-15,299,177.68,137.52,53126.32,41118.48,12007.84
North America,Mexico,Baby Food,Offline,L,2023-07-12,696156,2023-07-22,395,145.85,116.51,57610.75,46021.45,11589.3
Europe,Spain,Office Supplies,Offline,L,2023-10-05,315399,2023-10-10,170,168.1,110.6,28577.0,18802.0,9775.0
Asia,India,Office Supplies,Offline,C,2023-11-23,580327,2023-11-26,413,95.84,60.17,39581.92,24850.21,14731.71
North America,Canada,Clothing,Offline,L,2023-08-08,171115,2023-08-13,86,185.9,112.99,15987.4,9717.14,6270.26
Middle East,UAE,Beverages,Offline,H,2023-10-12,167588,2023-10-24,176,108.56,88.44,19106.56,15565.44,3541.12
Sub-Saharan Africa,Nigeria,Office Supplies,Online,M,2023-11-20,512865,2023-11-29,137,119.82,93.53,16415.34,12813.61,3601.73
Sub-Saharan Africa,Kenya,Electronics,Online,C,2023-08-30,531515,2023-09-13,319,42.63,25.21,13598.97,8041.99,5556.98
Europe,United Kingdom,Baby Food,Offline,H,2023-06-03,506554,2023-06-18,397,84.51,47.32,33550.47,18786.04,14764.43
North America,Mexico,Beverages,Offline,H,2023-02-07,711228,2023-02-09,99,165.23,134.07,16357.77,13272.93,3084.84
Asia,South Korea,Baby Food,Online,H,2023-10-31,690853,2023-11-14,497,82.11,53.58,40808.67,26629.26,14179.41
North America,Canada,Clothing,Online,M,2023-08-04,416880,2023-08-17,305,47.5,29.85,14487.5,9104.25,5383.25
North America,United States,Baby Food,Offline,H,2023-05-27,524303,2023-06-07,246,46.63,32.31,11470.98,7948.26,3522.72
South America,Colombia,Clothing,Offline,M,2023-07-13,807334,2023-07-21,67,37.44,26.96,2508.48,1806.32,702.16
Middle East,Turkey,Office Supplies,Offline,C,2023-04-02,221226,2023-04-16,345,91.3,66.78,31498.5,23039.1,8459.4
South America,Argentina,Baby Food,Offline,H,2023-05-01,514306,2023-05-10,161,22.61,12.3,3640.21,1980.3,1659.91
Asia,India,Office Supplies,Offline,H,2023-06-26,953138,2023-07-05,311,52.15,37.95,16218.65,11802.45,4416.2
Middle East,Turkey,Household,Offline,H,2023-10-18,813183,2023-10-25,390,189.69,114.48,73979.1,44647.2,29331.9
Middle East,Turkey,Baby Food,Offline,M,2023-03-14,321788,2023-03-19,79,198.19,143.88,15657.01,11366.52,4290.49
Middle East,Turkey,Household,Online,H,2023-04-22,919769,2023-04-26,401,160.46,80.34,64344.46,32216.34,32128.12
North America,United States,Clothing,Offline,M,2023-09-30,774027,2023-10-07,419,173.75,146.06,72801.25,61199.14,11602.11
Sub-Saharan Africa,South Africa,Electronics,Offline,C,2023-06-28,205610,2023-07-10,62,36.06,29.25,2235.72,1813.5,422.22
North America,Mexico,Beverages,Online,H,2023-11-16,968126,2023-11-18,238,124.82,68.13,29707.16,16214.94,13492.22
Sub-Saharan Africa,Nigeria,Baby Food,Online,H,2023-02-19,829065,2023-02-24,77,15.91,9.07,1225.07,698.39,526.68
Middle East,Turkey,Clothing,Offline,H,2023-08-11,783204,2023-08-14,25,146.16,101.41,3654.0,2535.25,1118.75
Europe,Italy,Electronics,Online,C,2023-03-26,730876,2023-04-03,474,76.49,41.72,36256.26,19775.28,16480.98
Sub-Saharan Africa,Nigeria,Household,Offline,L,2023-11-28,702033,2023-12-03,424,199.93,157.95,84770.32,66970.8,17799.52
Sub-Saharan Africa,Nigeria,Office Supplies,Online,L,2023-05-25,885663,2023-05-29,26,95.87,56.69,2492.62,1473.94,1018.68
Asia,South Korea,Baby Food,Offline,M,2023-06-17,467117,2023-06-25,329,29.85,17.16,9820.65,5645.64,4175.01
South America,Brazil,Office Supplies,Offline,C,2023-04-18,341142,2023-04-23,220,145.97,83.3,32113.4,18326.0,13787.4
Sub-Saharan Africa,South Africa,Beverages,Online,L,2023-07-30,958535,2023-08-11,109,132.34,103.42,14425.06,11272.78,3152.28
South America,Argentina,Electronics,Online,M,2023-01-20,328629,2023-02-02,202,35.3,24.03,7130.6,4854.06,2276.54
North America,Mexico,Office Supplies,Online,L,2023-02-14,401338,2023-02-19,142,140.68,77.92,19976.56,11064.64,8911.92
Asia,Japan,Office Supplies,Online,L,2023-08-23,290803,2023-09-04,442,93.7,50.19,41415.4,22183.98,19231.42
Sub-Saharan Africa,South Africa,Household,Online,C,2023-03-27,486692,2023-04-02,99,146.65,131.16,14518.35,12984.84,1533.51
Sub-Saharan Africa,Kenya,Household,Offline,L,2023-09-18,978752,2023-09-21,191,44.67,34.16,8531.97,6524.56,2007.41
South America,Chile,Clothing,Offline,H,2023-08-07,867723,2023-08-21,210,70.54,35.92,14813.4,7543.2,7270.2
South America,Brazil,Office Supplies,Online,M,2023-03-03,658399,2023-03-08,435,140.07,77.86,60930.45,33869.1,27061.35
North America,United States,Office Supplies,Online,H,2023-11-28,667697,2023-12-10,424,194.53,171.66,82480.72,72783.84,9696.88
Middle East,UAE,Electronics,Online,H,2023-01-14,329458,2023-01-28,296,52.64,38.92,15581.44,11520.32,4061.12
Sub-Saharan Africa,Kenya,Household,Online,C,2023-07-18,124148,2023-07-30,14,146.51,99.09,2051.14,1387.26,663.88
Europe,Germany,Office Supplies,Offline,L,2023-10-14,522067,2023-10-18,28,153.85,100.65,4307.8,2818.2,1489.6
Middle East,UAE,Household,Online,H,2023-03-30,746324,2023-04-04,332,34.44,21.98,11434.08,7297.36,4136.72
South America,Brazil,Office Supplies,Online,C,2023-03-07,948631,2023-03-16,226,51.0,28.97,11526.0,6547.22,4978.78
Middle East,UAE,Baby Food,Online,C,2023-09-23,426854,2023-10-07,352,126.14,74.37,44401.28,26178.24,18223.04
Europe,France,Household,Online,L,2023-04-20,872815,2023-04-26,494,82.89,48.76,40947.66,24087.44,16860.22
Sub-Saharan Africa,Kenya,Household,Offline,L,2023-08-21,960834,2023-08-27,311,54.41,37.18,16921.51,11562.98,5358.53
South America,Argentina,Beverages,Online,H,2023-10-26,972661,2023-10-30,386,61.03,39.54,23557.58,15262.44,8295.14
Middle East,Turkey,Clothing,Online,C,2023-07-04,873519,2023-07-12,377,192.3,139.06,72497.1,52425.62,20071.48
South America,Chile,Baby Food,Online,L,2023-12-17,628493,2023-12-22,153,101.9,90.75,15590.7,13884.75,1705.95
South America,Chile,Baby Food,Online,L,2023-03-29,332604,2023-04-04,35,189.25,137.91,6623.75,4826.85,1796.9
Europe,Italy,Electronics,Online,L,2023-07-19,590035,2023-08-01,340,64.95,45.94,22083.0,15619.6,6463.4
Middle East,UAE,Baby Food,Offline,M,2023-04-28,679581,2023-05-05,62,130.5,86.62,8091.0,5370.44,2720.56
North America,United States,Electronics,Online,C,2023-10-04,327954,2023-10-14,489,88.98,67.04,43511.22,32782.56,10728.66
Middle East,Saudi Arabia,Baby Food,Online,H,2023-06-17,496728,2023-06-25,34,27.64,17.54,939.76,596.36,343.4
North America,United States,Office Supplies,Offline,C,2023-08-18,567104,2023-08-31,186,102.12,52.46,18994.32,9757.56,9236.76
Sub-Saharan Africa,South Africa,Office Supplies,Online,C,2023-01-17,895252,2023-01-29,341,42.04,23.55,14335.64,8030.55,6305.09
Sub-Saharan Africa,South Africa,Household,Offline,L,2023-12-03,609195,2023-12-18,269,33.55,25.09,9024.95,6749.21,2275.74
Asia,South Korea,Baby Food,Online,C,2023-10-17,351888,2023-10-21,217,119.8,97.35,25996.6,21124.95,4871.65
Middle East,Saudi Arabia,Office Supplies,Online,L,2023-03-30,240841,2023-04-09,161,155.36,121.08,25012.96,19493.88,5519.08
Middle East,UAE,Clothing,Offline,M,2023-08-28,299761,2023-09-11,288,147.85,99.85,42580.8,28756.8,13824.0
Middle East,Turkey,Baby Food,Online,L,2023-02-08,961469,2023-02-18,443,49.78,37.35,22052.54,16546.05,5506.49
Middle East,UAE,Household,Offline,C,2023-09-27,109402,2023-10-04,123,187.8,142.28,23099.4,17500.44,5598.96
Middle East,Saudi Arabia,Beverages,Online,M,2023-06-15,610524,2023-06-21,117,160.8,143.82,18813.6,16826.94,1986.66
South America,Brazil,Office Supplies,Offline,C,2023-11-13,239925,2023-11-18,170,12.05,8.08,2048.5,1373.6,674.9
North America,Mexico,Electronics,Offline,M,2023-12-22,210552,2024-01-04,482,125.37,64.55,60428.34,31113.1,29315.24
North America,Mexico,Electronics,Offline,H,2023-09-03,652481,2023-09-08,302,135.13,69.94,40809.26,21121.88,19687.38
South America,Brazil,Electronics,Online,H,2023-02-28,562120,2023-03-05,23,44.82,33.99,1030.86,781.77,249.09
North America,Canada,Baby Food,Offline,L,2023-04-16,818512,2023-04-25,26,146.39,113.99,3806.14,2963.74,842.4
Asia,China,Household,Offline,H,2023-06-04,230548,2023-06-08,366,133.49,99.22,48857.34,36314.52,12542.82
Middle East,Saudi Arabia,Household,Online,C,2023-12-07,331582,2023-12-09,11,112.77,58.89,1240.47,647.79,592.68
Sub-Saharan Africa,Ghana,Household,Offline,C,2023-03-19,694208,2023-03-23,28,91.51,70.77,2562.28,1981.56,580.72
Asia,Japan,Beverages,Offline,H,2023-04-29,157933,2023-05-03,246,168.58,109.6,41470.68,26961.6,14509.08
Europe,France,Office Supplies,Offline,M,2023-06-07,548423,2023-06-16,378,182.9,118.38,69136.2,44747.64,24388.56
Europe,France,Household,Offline,C,2023-06-02,539356,2023-06-06,477,105.99,66.94,50557.23,31930.38,18626.85
Europe,United Kingdom,Electronics,Online,L,2023-02-20,381440,2023-03-04,294,99.29,82.98,29191.26,24396.12,4795.14
Europe,France,Office Supplies,Online,H,2023-12-12,716629,2023-12-18,65,47.73,42.36,3102.45,2753.4,349.05
North America,Canada,Electronics,Offline,M,2023-02-24,537451,2023-03-06,131,170.44,151.86,22327.64,19893.66,2433.98
North America,United States,Office Supplies,Offline,L,2023-04-12,913495,2023-04-23,363,52.77,40.26,19155.51,14614.38,4541.13
North America,Canada,Electronics,Offline,C,2023-12-25,546881,2024-01-01,173,116.02,58.11,20071.46,10053.03,10018.43
Europe,Germany,Baby Food,Online,L,2023-01-21,156992,2023-02-05,45,16.22,12.19,729.9,548.55,181.35
Sub-Saharan Africa,Ghana,Baby Food,Offline,C,2023-09-08,630374,2023-09-11,17,95.27,77.46,1619.59,1316.82,302.77
South America,Argentina,Household,Offline,L,2023-03-05,271045,2023-03-20,269,143.15,126.65,38507.35,34068.85,4438.5
North America,Mexico,Clothing,Offline,L,2023-09-06,809252,2023-09-13,173,32.02,21.77,5539.46,3766.21,1773.25
Asia,India,Office Supplies,Offline,C,2023-10-30,208021,2023-11-05,26,161.25,102.23,4192.5,2657.98,1534.52
Sub-Saharan Africa,Ghana,Household,Online,M,2023-07-12,188059,2023-07-27,460,103.05,72.64,47403.0,33414.4,13988.6
Asia,Japan,Electronics,Offline,L,2023-10-16,596896,2023-10-26,342,104.09,73.86,35598.78,25260.12,10338.66
Middle East,Saudi Arabia,Office Supplies,Offline,L,2023-12-13,129395,2023-12-28,238,107.97,79.55,25696.86,18932.9,6763.96
South America,Colombia,Baby Food,Offline,H,2023-11-13,379714,2023-11-20,467,30.62,24.66,14299.54,11516.22,2783.32
North America,United States,Beverages,Offline,M,2023-05-04,762487,2023-05-17,42,149.64,85.19,6284.88,3577.98,2706.9
Sub-Saharan Africa,South Africa,Household,Offline,C,2023-01-15,206721,2023-01-25,128,59.45,37.9,7609.6,4851.2,2758.4
Asia,South Korea,Office Supplies,Offline,H,2023-08-24,483531,2023-09-05,292,19.65,12.31,5737.8,3594.52,2143.28
North America,Mexico,Baby Food,Online,M,2023-02-19,837987,2023-03-06,233,176.81,158.18,41196.73,36855.94,4340.79
Asia,South Korea,Electronics,Online,H,2023-12-26,768701,2023-12-28,418,105.42,58.08,44065.56,24277.44,19788.12
South America,Argentina,Electronics,Online,H,2023-09-17,495215,2023-09-23,255,172.28,124.48,43931.4,31742.4,12189.0
North America,United States,Office Supplies,Offline,L,2023-10-18,518225,2023-10-22,125,143.24,73.25,17905.0,9156.25,8748.75
South America,Brazil,Baby Food,Online,H,2023-08-06,398135,2023-08-11,335,7.41,4.67,2482.35,1564.45,917.9
Europe,Germany,Clothing,Offline,M,2023-06-20,657039,2023-06-23,227,157.07,127.22,35654.89,28878.94,6775.95
North America,Mexico,Beverages,Online,C,2023-07-03,174908,2023-07-15,293,31.04,15.94,9094.72,4670.42,4424.3
North America,Mexico,Baby Food,Offline,L,2023-11-07,383043,2023-11-19,325,43.6,24.86,14170.0,8079.5,6090.5
South America,Colombia,Baby Food,Online,L,2023-08-17,446029,2023-08-28,317,84.96,46.24,26932.32,14658.08,12274.24
Europe,Spain,Clothing,Offline,L,2023-10-27,182889,2023-11-05,427,113.03,99.26,48263.81,42384.02,5879.79
North America,Canada,Household,Online,H,2023-12-24,612100,2023-12-29,401,136.41,91.85,54700.41,36831.85,17868.56
Middle East,Saudi Arabia,Electronics,Offline,C,2023-06-29,455389,2023-07-12,431,37.96,29.65,16360.76,12779.15,3581.61
South America,Chile,Baby Food,Online,M,2023-03-29,239762,2023-04-13,269,72.14,62.85,19405.66,16906.65,2499.01
Sub-Saharan Africa,Ghana,Office Supplies,Offline,M,2023-04-01,638979,2023-04-16,439,182.66,108.01,80187.74,47416.39,32771.35
Europe,France,Office Supplies,Online,M,2023-01-05,800609,2023-01-14,51,156.2,138.85,7966.2,7081.35,884.85
North America,Mexico,Household,Offline,C,2023-05-06,279230,2023-05-20,124,171.25,93.16,21235.0,11551.84,9683.16
Middle East,UAE,Household,Online,L,2023-07-12,520773,2023-07-16,349,82.86,49.19,28918.14,17167.31,11750.83
South America,Colombia,Baby Food,Online,M,2023-11-07,437422,2023-11-15,292,61.38,36.82,17922.96,10751.44,7171.52
Asia,South Korea,Household,Online,L,2023-04-17,458399,2023-04-26,293,40.79,28.34,11951.47,8303.62,3647.85
Middle East,UAE,Household,Online,C,2023-07-28,837115,2023-08-02,54,88.94,71.87,4802.76,3880.98,921.78
Asia,Japan,Beverages,Offline,M,2023-07-10,469418,2023-07-24,316,165.35,146.29,52250.6,46227.64,6022.96
South America,Colombia,Baby Food,Offline,H,2023-02-14,326493,2023-02-16,399,68.4,41.4,27291.6,16518.6,10773.0
South America,Argentina,Electronics,Online,C,2023-11-01,825696,2023-11-04,337,42.47,28.9,14312.39,9739.3,4573.09
Middle East,UAE,Household,Offline,H,2023-06-28,261720,2023-07-12,497,86.91,70.69,43194.27,35132.93,8061.34
Middle East,UAE,Office Supplies,Online,M,2023-02-04,634555,2023-02-13,225,100.32,59.57,22572.0,13403.25,9168.75
Sub-Saharan Africa,Ghana,Beverages,Online,H,2023-10-23,547922,2023-11-03,47,95.19,59.32,4473.93,2788.04,1685.89
Europe,Italy,Household,Online,H,2023-06-27,333914,2023-07-02,306,158.93,135.91,48632.58,41588.46,7044.12
Asia,South Korea,Beverages,Offline,M,2023-01-26,905342,2023-01-28,105,18.74,13.76,1967.7,1444.8,522.9
Asia,China,Electronics,Online,L,2023-12-07,338965,2023-12-19,276,44.13,23.7,12179.88,6541.2,5638.68
Middle East,Saudi Arabia,Clothing,Online,C,2023-09-08,169708,2023-09-16,32,108.83,55.52,3482.56,1776.64,1705.92
South America,Brazil,Office Supplies,Offline,M,2023-10-22,488990,2023-11-06,98,106.37,95.07,10424.26,9316.86,1107.4
South America,Chile,Office Supplies,Offline,C,2023-07-19,432846,2023-08-01,232,57.97,44.6,13449.04,10347.2,3101.84
Middle East,UAE,Office Supplies,Online,C,2023-12-10,550566,2023-12-24,371,63.63,47.19,23606.73,17507.49,6099.24
North America,Canada,Electronics,Online,H,2023-12-02,659175,2023-12-09,244,92.42,77.29,22550.48,18858.76,3691.72
Europe,United Kingdom,Electronics,Online,L,2023-05-29,575697,2023-06-11,282,190.6,151.35,53749.2,42680.7,11068.5
North America,Canada,Household,Offline,M,2023-03-28,983730,2023-04-05,40,147.27,110.39,5890.8,4415.6,1475.2
Europe,Germany,Electronics,Online,M,2023-09-27,942428,2023-10-11,426,85.84,75.1,36567.84,31992.6,4575.24
Sub-Saharan Africa,Ghana,Beverages,Offline,H,2023-02-05,612401,2023-02-12,250,69.66,59.07,17415.0,14767.5,2647.5
South America,Colombia,Baby Food,Online,L,2023-11-04,729682,2023-11-10,292,90.41,79.41,26399.72,23187.72,3212.0
North America,Canada,Office Supplies,Offline,L,2023-08-07,484491,2023-08-12,234,186.37,107.73,43610.58,25208.82,18401.76
Europe,Germany,Household,Offline,H,2023-03-03,479576,2023-03-11,405,111.53,61.71,45169.65,24992.55,20177.1
Europe,Germany,Household,Offline,L,2023-11-03,142333,2023-11-11,479,27.6,18.28,13220.4,8756.12,4464.28
Asia,China,Clothing,Online,L,2023-04-21,810104,2023-04-29,206,12.08,6.71,2488.48,1382.26,1106.22
South America,Chile,Beverages,Online,H,2023-04-08,913669,2023-04-15,391,103.04,65.56,40288.64,25633.96,14654.68
Asia,China,Household,Offline,C,2023-08-08,171851,2023-08-12,263,67.89,45.84,17855.07,12055.92,5799.15
Asia,China,Electronics,Online,L,2023-04-21,213837,2023-05-01,183,187.91,113.99,34387.53,20860.17,13527.36
Middle East,Saudi Arabia,Household,Offline,M,2023-03-23,860275,2023-04-05,497,187.48,117.97,93177.56,58631.09,34546.47
Europe,Italy,Clothing,Offline,C,2023-09-20,492675,2023-09-30,250,69.96,59.48,17490.0,14870.0,2620.0
Middle East,Turkey,Electronics,Offline,H,2023-04-27,608407,2023-05-03,127,153.04,100.5,19436.08,12763.5,6672.58
Asia,Japan,Office Supplies,Offline,H,2023-11-22,771679,2023-12-03,194,81.54,50.83,15818.76,9861.02,5957.74
North America,Canada,Clothing,Offline,C,2023-07-06,442755,2023-07-10,475,149.49,110.45,71007.75,52463.75,18544.0
Asia,Japan,Office Supplies,Offline,C,2023-01-08,747108,2023-01-23,454,197.03,143.05,89451.62,64944.7,24506.92
South America,Brazil,Household,Online,H,2023-01-05,813901,2023-01-18,464,121.46,69.67,56357.44,32326.88,24030.56
Europe,France,Electronics,Offline,L,2023-05-15,442388,2023-05-26,32,188.1,96.5,6019.2,3088.0,2931.2
Middle East,Turkey,Office Supplies,Online,C,2023-09-09,650969,2023-09-17,244,169.14,135.89,41270.16,33157.16,8113.0
Middle East,Saudi Arabia,Household,Online,H,2023-01-19,252411,2023-01-28,31,81.56,50.0,2528.36,1550.0,978.36
Asia,China,Baby Food,Offline,H,2023-08-12,530822,2023-08-21,100,122.48,89.65,12248.0,8965.0,3283.0
North America,Mexico,Electronics,Offline,L,2023-08-19,790040,2023-08-21,32,9.49,8.46,303.68,270.72,32.96
Asia,Japan,Household,Offline,M,2023-06-04,520868,2023-06-18,137,152.71,107.43,20921.27,14717.91,6203.36
Middle East,UAE,Household,Online,C,2023-09-18,617875,2023-10-03,333,93.99,65.47,31298.67,21801.51,9497.16
South America,Brazil,Office Supplies,Offline,C,2023-08-01,810346,2023-08-10,247,195.83,147.01,48370.01,36311.47,12058.54
South America,Colombia,Baby Food,Online,L,2023-01-29,260876,2023-02-01,478,17.26,12.16,8250.28,5812.48,2437.8
Sub-Saharan Africa,Kenya,Beverages,Online,C,2023-09-09,863788,2023-09-17,418,56.42,35.2,23583.56,14713.6,8869.96
Europe,United Kingdom,Electronics,Offline,L,2023-03-06,622296,2023-03-13,353,185.73,108.9,65562.69,38441.7,27120.99
South America,Brazil,Office Supplies,Online,L,2023-10-18,544476,2023-10-20,198,66.3,45.66,13127.4,9040.68,4086.72
Middle East,UAE,Baby Food,Offline,M,2023-07-19,759389,2023-07-31,310,122.92,97.4,38105.2,30194.0,7911.2
North America,Mexico,Electronics,Offline,L,2023-04-04,161766,2023-04-09,388,126.24,110.13,48981.12,42730.44,6250.68
Asia,South Korea,Electronics,Offline,L,2023-08-26,678603,2023-08-31,363,194.16,141.99,70480.08,51542.37,18937.71
Middle East,Saudi Arabia,Clothing,Offline,H,2023-07-30,477157,2023-08-13,411,95.97,54.7,39443.67,22481.7,16961.97
Asia,Japan,Household,Offline,M,2023-04-30,422839,2023-05-07,257,198.35,135.34,50975.95,34782.38,16193.57
North America,United States,Household,Offline,M,2023-02-19,642082,2023-02-21,395,129.97,94.24,51338.15,37224.8,14113.35
North America,United States,Office Supplies,Online,H,2023-03-09,483225,2023-03-19,392,38.36,20.51,15037.12,8039.92,6997.2
Europe,United Kingdom,Baby Food,Online,H,2023-01-30,353738,2023-02-12,298,195.26,161.41,58187.48,48100.18,10087.3
South America,Chile,Clothing,Online,L,2023-08-15,333521,2023-08-18,350,51.52,39.74,18032.0,13909.0,4123.0
Sub-Saharan Africa,Kenya,Beverages,Online,M,2023-07-05,756166,2023-07-08,80,179.32,101.63,14345.6,8130.4,6215.2
Middle East,Saudi Arabia,Office Supplies,Online,C,2023-11-04,545317,2023-11-08,373,55.04,44.85,20529.92,16729.05,3800.87
Asia,Japan,Clothing,Offline,M,2023-02-15,532026,2023-02-24,205,11.29,9.79,2314.45,2006.95,307.5
Sub-Saharan Africa,Kenya,Electronics,Online,H,2023-05-21,160834,2023-05-23,50,141.0,125.41,7050.0,6270.5,779.5
Middle East,UAE,Electronics,Online,L,2023-06-11,681810,2023-06-18,360,106.06,86.82,38181.6,31255.2,6926.4
South America,Colombia,Electronics,Offline,M,2023-09-14,744838,2023-09-24,343,185.74,97.7,63708.82,33511.1,30197.72
North America,Canada,Baby Food,Online,C,2023-09-11,453805,2023-09-23,73,72.47,37.66,5290.31,2749.18,2541.13
North America,Mexico,Beverages,Online,M,2023-06-12,540548,2023-06-25,280,50.61,33.74,14170.8,9447.2,4723.6
North America,United States,Household,Online,C,2023-04-11,890253,2023-04-23,163,13.51,7.08,2202.13,1154.04,1048.09
Sub-Saharan Africa,South Africa,Baby Food,Online,M,2023-07-29,773480,2023-08-12,361,76.94,47.74,27775.34,17234.14,10541.2
Sub-Saharan Africa,Nigeria,Office Supplies,Online,H,2023-12-18,765965,2024-01-02,420,88.78,73.96,37287.6,31063.2,6224.4
South America,Argentina,Baby Food,Offline,L,2023-07-14,571001,2023-07-22,191,39.79,33.96,7599.89,6486.36,1113.53
Asia,South Korea,Clothing,Online,L,2023-09-03,164031,2023-09-16,463,42.7,26.68,19770.1,12352.84,7417.26
Europe,Italy,Electronics,Online,H,2023-11-29,915218,2023-12-02,69,110.86,64.95,7649.34,4481.55,3167.79
Middle East,UAE,Household,Online,M,2023-08-10,836696,2023-08-20,479,29.84,26.58,14293.36,12731.82,1561.54
South America,Brazil,Electronics,Online,M,2023-12-10,622894,2023-12-19,217,81.55,50.79,17696.35,11021.43,6674.92
Sub-Saharan Africa,Ghana,Beverages,Online,C,2023-07-20,269929,2023-08-03,424,119.59,105.85,50706.16,44880.4,5825.76
Europe,Italy,Beverages,Offline,C,2023-07-17,580711,2023-07-31,444,132.92,112.6,59016.48,49994.4,9022.08
North America,United States,Household,Offline,C,2023-08-07,100353,2023-08-20,469,151.95,80.35,71264.55,37684.15,33580.4
Sub-Saharan Africa,Nigeria,Beverages,Offline,C,2023-12-12,494171,2023-12-27,50,60.58,51.63,3029.0,2581.5,447.5
Sub-Saharan Africa,South Africa,Beverages,Offline,C,2023-12-28,350705,2024-01-04,76,59.11,43.33,4492.36,3293.08,1199.28
North America,Mexico,Household,Online,H,2023-12-31,372303,2024-01-05,131,198.58,170.27,26013.98,22305.37,3708.61
Sub-Saharan Africa,Ghana,Clothing,Online,H,2023-12-12,518546,2023-12-24,35,56.42,31.99,1974.7,1119.65,855.05
Europe,United Kingdom,Electronics,Online,H,2023-05-07,346897,2023-05-14,19,80.13,65.75,1522.47,1249.25,273.22
Asia,India,Office Supplies,Online,H,2023-08-11,189737,2023-08-19,415,7.09,3.79,2942.35,1572.85,1369.5
Sub-Saharan Africa,Nigeria,Baby Food,Online,L,2023-06-05,896638,2023-06-20,435,187.42,143.06,81527.7,62231.1,19296.6
Asia,China,Baby Food,Online,C,2023-08-19,258570,2023-08-22,157,178.37,123.81,28004.09,19438.17,8565.92
North America,United States,Beverages,Offline,C,2023-01-03,165934,2023-01-16,229,186.59,123.06,42729.11,28180.74,14548.37
North America,Canada,Electronics,Offline,L,2023-07-22,301705,2023-08-06,12,142.33,112.93,1707.96,1355.16,352.8
Asia,China,Household,Online,H,2023-04-16,590536,2023-04-28,389,62.26,39.54,24219.14,15381.06,8838.08
Middle East,UAE,Electronics,Online,H,2023-09-23,833310,2023-09-27,279,42.7,23.64,11913.3,6595.56,5317.74
Sub-Saharan Africa,Ghana,Clothing,Offline,M,2023-08-11,153116,2023-08-26,62,140.82,75.54,8730.84,4683.48,4047.36
Middle East,Saudi Arabia,Office Supplies,Offline,C,2023-02-26,213140,2023-03-01,261,158.16,106.84,41279.76,27885.24,13394.52
South America,Colombia,Beverages,Offline,L,2023-07-09,350918,2023-07-24,219,159.06,87.14,34834.14,19083.66,15750.48
South America,Colombia,Office Supplies,Online,C,2023-06-15,786796,2023-06-24,299,92.41,49.17,27630.59,14701.83,12928.76
Middle East,Saudi Arabia,Office Supplies,Online,H,2023-02-11,396200,2023-02-26,281,110.47,72.17,31042.07,20279.77,10762.3
Middle East,Saudi Arabia,Household,Online,L,2023-03-09,935458,2023-03-23,342,75.29,57.29,25749.18,19593.18,6156.0
North America,Mexico,Electronics,Online,L,2023-03-10,521569,2023-03-15,302,145.56,124.84,43959.12,37701.68,6257.44
Sub-Saharan Africa,South Africa,Office Supplies,Offline,M,2023-07-20,321762,2023-07-25,69,55.45,48.51,3826.05,3347.19,478.86
Asia,China,Household,Offline,C,2023-12-17,903268,2023-12-29,363,174.47,109.56,63332.61,39770.28,23562.33
Asia,Japan,Beverages,Offline,L,2023-12-14,462218,2023-12-24,51,179.62,99.09,9160.62,5053.59,4107.03
Europe,Spain,Household,Online,C,2023-07-30,478502,2023-08-02,196,8.48,5.87,1662.08,1150.52,511.56
North America,United States,Beverages,Online,M,2023-01-11,110955,2023-01-19,406,82.59,55.71,33531.54,22618.26,10913.28
Middle East,UAE,Electronics,Offline,L,2023-07-12,651504,2023-07-26,13,85.38,54.18,1109.94,704.34,405.6
Europe,France,Electronics,Online,H,2023-08-18,397016,2023-08-22,270,162.16,91.08,43783.2,24591.6,19191.6
Asia,Japan,Office Supplies,Online,L,2023-08-16,256236,2023-08-24,368,78.88,46.29,29027.84,17034.72,11993.12
South America,Brazil,Baby Food,Online,M,2023-10-22,804098,2023-11-01,138,36.92,28.92,5094.96,3990.96,1104.0
Europe,United Kingdom,Office Supplies,Offline,L,2023-01-16,877443,2023-01-19,494,180.29,133.63,89063.26,66013.22,23050.04
Europe,France,Office Supplies,Offline,L,2023-10-09,912011,2023-10-15,367,30.33,16.16,11131.11,5930.72,5200.39
Europe,Germany,Office Supplies,Online,H,2023-01-18,475432,2023-01-26,331,195.94,156.99,64856.14,51963.69,12892.45
Asia,South Korea,Baby Food,Offline,L,2023-04-27,591377,2023-05-07,496,35.54,24.51,17627.84,12156.96,5470.88
Middle East,Saudi Arabia,Clothing,Online,M,2023-08-05,637754,2023-08-15,494,131.78,105.59,65099.32,52161.46,12937.86
North America,Mexico,Electronics,Online,H,2024-01-01,946269,2024-01-15,435,108.18,54.39,47058.3,23659.65,23398.65
